neutral hinglish sentence,context,social_context,Possible Slangs,Slang Location,Multiple positions allowed?,Control tokens,function,output sentence
Internet ki speed slow hai,Tech Issue,Peer / Tired,kharaab,START,Yes,[ASSERT_SADNESS],negative_eval,"Kharaab, Internet ki speed slow hai"
Project deadline pass aa rahi hai,Work,Casual / Frustrated,bro,"START, END",No,[ASSERT_FRUSTRATION],filler,"Bro, Project deadline pass aa rahi hai bro"
Meeting kal tak postpone ho gayi,Work,Peer / Casual,theek hai,START,Yes,[ASSERT_NEUTRAL],filler,"Theek hai, Meeting kal tak postpone ho gayi"
Mujhe naya phone lena hai,Shopping,Friend / Normal,yaar,START,Yes,[INFO_STATEMENT],filler,"Yaar, Mujhe naya phone lena hai"
Match ka result achha tha,Sports,Friend / Excited,boss,END,Yes,[ASSERT_HAPPY],filler,Match ka result achha tha boss
Thand badh gayi hai,Weather,Peer / Casual,scene,END,Yes,[ASSERT_NEUTRAL],filler,Thand badh gayi hai scene
System crash ho gaya,Tech Issue,Peer / Serious,bro,MIDDLE,Yes,[ASSERT_SADNESS],filler,System crash bro ho gaya
Office mein bahut kaam hai,Work,Casual / Frustrated,watt lag gayi,MIDDLE,Yes,[ASSERT_NEGATIVE],idiom,Office mein watt lag gayi bahut kaam hai
Aaj ka din bahut lamba tha,Daily life,Friend / Anxious,bhasad,MIDDLE,Yes,[ASSERT_ANXIETY],idiom,Aaj ka din bhasad bahut lamba tha
Internet ki speed slow hai,Tech Issue,Peer / Angry,scene,END,Yes,[ASSERT_SADNESS],filler,Internet ki speed slow hai scene
Assignment bahut lamba hai,Academics,Peer / Angry,load,START,Yes,[ASSERT_FRUSTRATION],idiom,"Load, Assignment bahut lamba hai"
Project deadline pass aa rahi hai,Work,Casual / Frustrated,chal,END,Yes,[ASSERT_NEGATIVE],discourse_marker,Project deadline pass aa rahi hai chal
Party bahut mazedaar thi,Party,Peer / Casual,jhakaas,END,Yes,[ASSERT_HAPPY],positive_eval,Party bahut mazedaar thi jhakaas
Match ka result achha tha,Sports,Peer / Happy,boss,END,Yes,[ASSERT_HAPPY],filler,Match ka result achha tha boss
Gana bahut loudly baj raha hai,Music,Peer / Tired,bhai,START,Yes,[ASSERT_ANXIETY],filler,"Bhai, Gana bahut loudly baj raha hai"
Market mein bahut bheed thi,Shopping,Peer / Tired,raddi,START,Yes,[ASSERT_STRESS],negative_eval,"Raddi, Market mein bahut bheed thi"
Chai thandi ho gayi hai,Food,Friend / Anxious,watt lag gayi,END,Yes,[ASSERT_ANXIETY],idiom,Chai thandi ho gayi hai watt lag gayi
Garmi bahut zyada hai aaj,Weather,Peer / Tired,watt lag gayi,"START, END",No,[ASSERT_SADNESS],idiom,"Watt lag gayi, Garmi bahut zyada hai aaj watt lag gayi"
Traffic jam bahut lamba tha,Commute,Peer / Angry,boss,START,Yes,[ASSERT_ANXIETY],filler,"Boss, Traffic jam bahut lamba tha"
Naya update install kar liya,Tech,Peer / Casual,guru,MIDDLE,Yes,[ASSERT_CONFUSION],filler,Naya update guru install kar liya
Traffic jam bahut lamba tha,Commute,Friend / Anxious,bhasad,START,Yes,[ASSERT_FRUSTRATION],idiom,"Bhasad, Traffic jam bahut lamba tha"
Meeting kal tak postpone ho gayi,Work,Colleague / Neutral,bhai,START,Yes,[INFO_STATEMENT],filler,"Bhai, Meeting kal tak postpone ho gayi"
Train late chal rahi hai,Travel,Casual / Frustrated,bro,END,Yes,[ASSERT_ANXIETY],filler,Train late chal rahi hai bro
Mujhe yeh movie pasand aayi,Entertainment,Friend / Excited,jhakaas,MIDDLE,Yes,[ASSERT_HAPPY],positive_eval,Mujhe yeh jhakaas movie pasand aayi
Dost ke sath ghoomne jana hai,Outing,Peer / Casual,jhakaas,"START, END",No,[ASSERT_POSITIVE],positive_eval,"Jhakaas, Dost ke sath ghoomne jana hai jhakaas"
System crash ho gaya,Tech Issue,Peer / Angry,theek hai,MIDDLE,Yes,[ASSERT_NEGATIVE],filler,System crash theek hai ho gaya
Mausam aaj bahut achha hai,Weather,Casual / Joyful,solid,START,Yes,[ASSERT_POSITIVE],positive_eval,"Solid, Mausam aaj bahut achha hai"
Mausam aaj bahut achha hai,Weather,Peer / Casual,solid,START,Yes,[ASSERT_HAPPY],positive_eval,"Solid, Mausam aaj bahut achha hai"
Aaj ka din bahut lamba tha,Daily life,Friend / Anxious,theek hai,START,Yes,[ASSERT_STRESS],filler,"Theek hai, Aaj ka din bahut lamba tha"
Gana bahut loudly baj raha hai,Music,Peer / Tired,bro,MIDDLE,Yes,[ASSERT_ANXIETY],filler,Gana bahut loudly bro baj raha hai
Internet ki speed slow hai,Tech Issue,Friend / Anxious,load,MIDDLE,Yes,[ASSERT_ANXIETY],idiom,Internet ki load speed slow hai
Mujhe naya phone lena hai,Shopping,Peer / Casual,yaar,START,Yes,[ASSERT_NEUTRAL],filler,"Yaar, Mujhe naya phone lena hai"
Dost ke sath ghoomne jana hai,Outing,Casual / Joyful,ek number,END,Yes,[ASSERT_EXCITED],positive_eval,Dost ke sath ghoomne jana hai ek number
Meeting kal tak postpone ho gayi,Work,Friend / Normal,chal,"START, END",No,[INFO_STATEMENT],discourse_marker,"Chal, Meeting kal tak postpone ho gayi chal"
System crash ho gaya,Tech Issue,Peer / Tired,theek hai,"START, END",No,[ASSERT_NEGATIVE],filler,"Theek hai, System crash ho gaya theek hai"
Garmi bahut zyada hai aaj,Weather,Casual / Frustrated,yaar,END,Yes,[ASSERT_SADNESS],filler,Garmi bahut zyada hai aaj yaar
Traffic jam bahut lamba tha,Commute,Peer / Angry,theek hai,END,Yes,[ASSERT_FRUSTRATION],filler,Traffic jam bahut lamba tha theek hai
Naya update install kar liya,Tech,Colleague / Neutral,yaar,"START, END",No,[ASSERT_NEUTRAL],filler,"Yaar, Naya update install kar liya yaar"
Kal meri chhutti hai,Work,Peer / Happy,bro,START,Yes,[ASSERT_HAPPY],filler,"Bro, Kal meri chhutti hai"
Office mein bahut kaam hai,Work,Casual / Frustrated,watt lag gayi,MIDDLE,Yes,[ASSERT_STRESS],idiom,Office mein watt lag gayi bahut kaam hai
Mujhe samajh nahi aa raha,Confusion,Casual / Frustrated,bakwaas,"START, END",No,[ASSERT_SADNESS],negative_eval,"Bakwaas, Mujhe samajh nahi aa raha bakwaas"
Traffic jam bahut lamba tha,Commute,Casual / Frustrated,bhasad,START,Yes,[ASSERT_SADNESS],idiom,"Bhasad, Traffic jam bahut lamba tha"
Thand badh gayi hai,Weather,Colleague / Neutral,bhai,"START, END",No,[ASSERT_CONFUSION],filler,"Bhai, Thand badh gayi hai bhai"
Market mein bahut bheed thi,Shopping,Casual / Frustrated,dimag kharab,"START, END",No,[ASSERT_SADNESS],negative_eval,"Dimag kharab, Market mein bahut bheed thi dimag kharab"
Mujhe yeh movie pasand aayi,Entertainment,Friend / Excited,scene set,"START, END",No,[ASSERT_EXCITED],idiom,"Scene set, Mujhe yeh movie pasand aayi scene set"
Mujhe yeh movie pasand aayi,Entertainment,Friend / Excited,bhadiya,"START, END",No,[ASSERT_POSITIVE],positive_eval,"Bhadiya, Mujhe yeh movie pasand aayi bhadiya"
Thand badh gayi hai,Weather,Peer / Casual,scene,MIDDLE,Yes,[ASSERT_CONFUSION],filler,Thand badh scene gayi hai
Aaj ka din bahut lamba tha,Daily life,Peer / Serious,dimag kharab,END,Yes,[ASSERT_FRUSTRATION],negative_eval,Aaj ka din bahut lamba tha dimag kharab
Aaj ka din bahut lamba tha,Daily life,Peer / Tired,theek hai,"START, END",No,[ASSERT_STRESS],filler,"Theek hai, Aaj ka din bahut lamba tha theek hai"
Party bahut mazedaar thi,Party,Casual / Joyful,boss,"START, END",No,[ASSERT_POSITIVE],filler,"Boss, Party bahut mazedaar thi boss"
Chai thandi ho gayi hai,Food,Peer / Tired,bekaar,END,Yes,[ASSERT_NEGATIVE],negative_eval,Chai thandi ho gayi hai bekaar
Office mein bahut kaam hai,Work,Friend / Anxious,bekaar,START,Yes,[ASSERT_FRUSTRATION],negative_eval,"Bekaar, Office mein bahut kaam hai"
Internet ki speed slow hai,Tech Issue,Peer / Serious,panga,START,Yes,[ASSERT_FRUSTRATION],idiom,"Panga, Internet ki speed slow hai"
Flight time par land ho gayi,Travel,Friend / Excited,bhadiya,MIDDLE,Yes,[ASSERT_HAPPY],positive_eval,Flight time par bhadiya land ho gayi
Mujhe akele rehna pasand hai,Personal,Friend / Normal,chal,START,Yes,[ASSERT_NEUTRAL],discourse_marker,"Chal, Mujhe akele rehna pasand hai"
Mujhe naya phone lena hai,Shopping,Peer / Casual,theek hai,MIDDLE,Yes,[INFO_STATEMENT],filler,Mujhe naya theek hai phone lena hai
Class cancel ho gayi,Academics,Peer / Casual,solid,START,Yes,[ASSERT_HAPPY],positive_eval,"Solid, Class cancel ho gayi"
Assignment bahut lamba hai,Academics,Peer / Angry,panga,END,Yes,[ASSERT_FRUSTRATION],idiom,Assignment bahut lamba hai panga
Market mein bahut bheed thi,Shopping,Peer / Serious,yaar,END,Yes,[ASSERT_ANXIETY],filler,Market mein bahut bheed thi yaar
Gana bahut loudly baj raha hai,Music,Peer / Angry,bakwaas,MIDDLE,Yes,[ASSERT_STRESS],negative_eval,Gana bahut loudly bakwaas baj raha hai
Project deadline pass aa rahi hai,Work,Friend / Anxious,guru,MIDDLE,Yes,[ASSERT_ANXIETY],filler,Project deadline pass guru aa rahi hai
Flight time par land ho gayi,Travel,Peer / Happy,bawaal,"START, END",No,[ASSERT_EXCITED],positive_eval,"Bawaal, Flight time par land ho gayi bawaal"
System crash ho gaya,Tech Issue,Peer / Tired,bekaar,MIDDLE,Yes,[ASSERT_SADNESS],negative_eval,System crash bekaar ho gaya
Aaj ka din bahut lamba tha,Daily life,Peer / Serious,theek hai,MIDDLE,Yes,[ASSERT_STRESS],filler,Aaj ka din theek hai bahut lamba tha
Gana bahut loudly baj raha hai,Music,Peer / Tired,load,END,Yes,[ASSERT_STRESS],idiom,Gana bahut loudly baj raha hai load
Khana bahut swadisht hai,Food,Peer / Casual,boss,"START, END",No,[ASSERT_EXCITED],filler,"Boss, Khana bahut swadisht hai boss"
Dost ke sath ghoomne jana hai,Outing,Peer / Casual,faadu,"START, END",No,[ASSERT_EXCITED],positive_eval,"Faadu, Dost ke sath ghoomne jana hai faadu"
Aaj ka din bahut lamba tha,Daily life,Friend / Anxious,watt lag gayi,START,Yes,[ASSERT_ANXIETY],idiom,"Watt lag gayi, Aaj ka din bahut lamba tha"
System crash ho gaya,Tech Issue,Peer / Tired,boss,"START, END",No,[ASSERT_FRUSTRATION],filler,"Boss, System crash ho gaya boss"
Thand badh gayi hai,Weather,Friend / Normal,scene,END,Yes,[ASSERT_CONFUSION],filler,Thand badh gayi hai scene
Mujhe akele rehna pasand hai,Personal,Colleague / Neutral,bro,"START, END",No,[ASSERT_NEUTRAL],filler,"Bro, Mujhe akele rehna pasand hai bro"
Khana bahut swadisht hai,Food,Peer / Happy,bro,START,Yes,[ASSERT_EXCITED],filler,"Bro, Khana bahut swadisht hai"
Mujhe naya phone lena hai,Shopping,Colleague / Neutral,guru,MIDDLE,Yes,[ASSERT_CONFUSION],filler,Mujhe naya guru phone lena hai
Market mein bahut bheed thi,Shopping,Peer / Serious,theek hai,START,Yes,[ASSERT_ANXIETY],filler,"Theek hai, Market mein bahut bheed thi"
Baarish shuru ho gayi,Weather,Colleague / Neutral,bhai,START,Yes,[REQUEST_NEUTRAL],filler,"Bhai, Baarish shuru ho gayi"
Baarish shuru ho gayi,Weather,Colleague / Neutral,guru,END,Yes,[ASSERT_NEUTRAL],filler,Baarish shuru ho gayi guru
Khana bahut swadisht hai,Food,Casual / Joyful,scene,"START, END",No,[ASSERT_EXCITED],filler,"Scene, Khana bahut swadisht hai scene"
Khana bahut swadisht hai,Food,Peer / Casual,faadu,MIDDLE,Yes,[ASSERT_HAPPY],positive_eval,Khana bahut faadu swadisht hai
Gana bahut loudly baj raha hai,Music,Peer / Serious,scene,"START, END",No,[ASSERT_NEGATIVE],filler,"Scene, Gana bahut loudly baj raha hai scene"
Market mein bahut bheed thi,Shopping,Casual / Frustrated,bhasad,"START, END",No,[ASSERT_FRUSTRATION],idiom,"Bhasad, Market mein bahut bheed thi bhasad"
Naya update install kar liya,Tech,Peer / Casual,bhai,"START, END",No,[INFO_STATEMENT],filler,"Bhai, Naya update install kar liya bhai"
Assignment bahut lamba hai,Academics,Friend / Anxious,dimag kharab,START,Yes,[ASSERT_NEGATIVE],negative_eval,"Dimag kharab, Assignment bahut lamba hai"
Meeting kal tak postpone ho gayi,Work,Peer / Casual,scene,END,Yes,[ASSERT_CONFUSION],filler,Meeting kal tak postpone ho gayi scene
Mausam aaj bahut achha hai,Weather,Friend / Excited,boss,MIDDLE,Yes,[ASSERT_EXCITED],filler,Mausam aaj boss bahut achha hai
Aaj ka din bahut lamba tha,Daily life,Casual / Frustrated,watt lag gayi,MIDDLE,Yes,[ASSERT_SADNESS],idiom,Aaj ka din watt lag gayi bahut lamba tha
Internet ki speed slow hai,Tech Issue,Peer / Tired,bakwaas,"START, END",No,[ASSERT_STRESS],negative_eval,"Bakwaas, Internet ki speed slow hai bakwaas"
Chai thandi ho gayi hai,Food,Friend / Anxious,scene,MIDDLE,Yes,[ASSERT_FRUSTRATION],filler,Chai thandi scene ho gayi hai
Garmi bahut zyada hai aaj,Weather,Peer / Angry,panga,START,Yes,[ASSERT_ANXIETY],idiom,"Panga, Garmi bahut zyada hai aaj"
Mujhe naya phone lena hai,Shopping,Peer / Casual,bro,END,Yes,[ASSERT_NEUTRAL],filler,Mujhe naya phone lena hai bro
Traffic jam bahut lamba tha,Commute,Friend / Anxious,bakwaas,START,Yes,[ASSERT_STRESS],negative_eval,"Bakwaas, Traffic jam bahut lamba tha"
Party bahut mazedaar thi,Party,Peer / Casual,bhai,START,Yes,[ASSERT_POSITIVE],filler,"Bhai, Party bahut mazedaar thi"
Train late chal rahi hai,Travel,Casual / Frustrated,raddi,"START, END",No,[ASSERT_STRESS],negative_eval,"Raddi, Train late chal rahi hai raddi"
Project deadline pass aa rahi hai,Work,Peer / Tired,bakwaas,START,Yes,[ASSERT_ANXIETY],negative_eval,"Bakwaas, Project deadline pass aa rahi hai"
Dost ke sath ghoomne jana hai,Outing,Casual / Joyful,bro,START,Yes,[ASSERT_POSITIVE],filler,"Bro, Dost ke sath ghoomne jana hai"
Aaj ka din bahut lamba tha,Daily life,Friend / Anxious,raddi,END,Yes,[ASSERT_FRUSTRATION],negative_eval,Aaj ka din bahut lamba tha raddi
Coffee bahut strong hai,Food,Friend / Excited,ek number,"START, END",No,[ASSERT_HAPPY],positive_eval,"Ek number, Coffee bahut strong hai ek number"
Aaj ka din bahut lamba tha,Daily life,Friend / Anxious,bekaar,"START, END",No,[ASSERT_FRUSTRATION],negative_eval,"Bekaar, Aaj ka din bahut lamba tha bekaar"
Match ka result achha tha,Sports,Peer / Casual,mast,"START, END",No,[ASSERT_POSITIVE],positive_eval,"Mast, Match ka result achha tha mast"
Khana bahut swadisht hai,Food,Peer / Casual,bhai,END,Yes,[ASSERT_HAPPY],filler,Khana bahut swadisht hai bhai
Flight time par land ho gayi,Travel,Peer / Happy,guru,START,Yes,[ASSERT_HAPPY],filler,"Guru, Flight time par land ho gayi"
Traffic jam bahut lamba tha,Commute,Peer / Tired,yaar,MIDDLE,Yes,[ASSERT_STRESS],filler,Traffic jam yaar bahut lamba tha
Train late chal rahi hai,Travel,Peer / Serious,bhai,END,Yes,[ASSERT_NEGATIVE],filler,Train late chal rahi hai bhai
Dost ke sath ghoomne jana hai,Outing,Peer / Happy,scene,MIDDLE,Yes,[ASSERT_HAPPY],filler,Dost ke sath scene ghoomne jana hai
Garmi bahut zyada hai aaj,Weather,Peer / Tired,scene,START,Yes,[ASSERT_FRUSTRATION],filler,"Scene, Garmi bahut zyada hai aaj"
Assignment bahut lamba hai,Academics,Peer / Tired,dimag kharab,"START, END",No,[ASSERT_ANXIETY],negative_eval,"Dimag kharab, Assignment bahut lamba hai dimag kharab"
Naya update install kar liya,Tech,Peer / Casual,bro,START,Yes,[REQUEST_NEUTRAL],filler,"Bro, Naya update install kar liya"
Baarish shuru ho gayi,Weather,Friend / Normal,chal,"START, END",No,[INFO_STATEMENT],discourse_marker,"Chal, Baarish shuru ho gayi chal"
Internet ki speed slow hai,Tech Issue,Casual / Frustrated,scene,END,Yes,[ASSERT_NEGATIVE],filler,Internet ki speed slow hai scene
Main tumhari help kar dunga,Helping,Casual / Joyful,bhai,START,Yes,[ASSERT_HAPPY],filler,"Bhai, Main tumhari help kar dunga"
Office mein bahut kaam hai,Work,Peer / Serious,kharaab,END,Yes,[ASSERT_SADNESS],negative_eval,Office mein bahut kaam hai kharaab
Dost ke sath ghoomne jana hai,Outing,Casual / Joyful,bhai,END,Yes,[ASSERT_EXCITED],filler,Dost ke sath ghoomne jana hai bhai
Main tumhari help kar dunga,Helping,Friend / Excited,scene set,START,Yes,[ASSERT_EXCITED],idiom,"Scene set, Main tumhari help kar dunga"
Mausam aaj bahut achha hai,Weather,Casual / Joyful,bro,END,Yes,[ASSERT_HAPPY],filler,Mausam aaj bahut achha hai bro
Office mein bahut kaam hai,Work,Peer / Angry,scene,MIDDLE,Yes,[ASSERT_STRESS],filler,Office mein scene bahut kaam hai
Mujhe yeh movie pasand aayi,Entertainment,Casual / Joyful,chal,START,Yes,[ASSERT_POSITIVE],discourse_marker,"Chal, Mujhe yeh movie pasand aayi"
Flight time par land ho gayi,Travel,Peer / Casual,bawaal,"START, END",No,[ASSERT_HAPPY],positive_eval,"Bawaal, Flight time par land ho gayi bawaal"
Match ka result achha tha,Sports,Peer / Casual,bawaal,"START, END",No,[ASSERT_POSITIVE],positive_eval,"Bawaal, Match ka result achha tha bawaal"
Train late chal rahi hai,Travel,Peer / Serious,bekaar,MIDDLE,Yes,[ASSERT_NEGATIVE],negative_eval,Train late bekaar chal rahi hai
Garmi bahut zyada hai aaj,Weather,Friend / Anxious,boss,MIDDLE,Yes,[ASSERT_STRESS],filler,Garmi bahut boss zyada hai aaj
Mujhe akele rehna pasand hai,Personal,Colleague / Neutral,boss,"START, END",No,[ASSERT_CONFUSION],filler,"Boss, Mujhe akele rehna pasand hai boss"
Project deadline pass aa rahi hai,Work,Peer / Serious,theek hai,END,Yes,[ASSERT_NEGATIVE],filler,Project deadline pass aa rahi hai theek hai
Mausam aaj bahut achha hai,Weather,Peer / Happy,solid,START,Yes,[ASSERT_EXCITED],positive_eval,"Solid, Mausam aaj bahut achha hai"
Mujhe yeh movie pasand aayi,Entertainment,Friend / Excited,theek hai,"START, END",No,[ASSERT_EXCITED],filler,"Theek hai, Mujhe yeh movie pasand aayi theek hai"
Traffic jam bahut lamba tha,Commute,Peer / Angry,panga,"START, END",No,[ASSERT_NEGATIVE],idiom,"Panga, Traffic jam bahut lamba tha panga"
Kal meri chhutti hai,Work,Peer / Happy,jhakaas,"START, END",No,[ASSERT_POSITIVE],positive_eval,"Jhakaas, Kal meri chhutti hai jhakaas"
Mujhe yeh movie pasand aayi,Entertainment,Casual / Joyful,bhai,END,Yes,[ASSERT_HAPPY],filler,Mujhe yeh movie pasand aayi bhai
Main tumhari help kar dunga,Helping,Casual / Joyful,mast,"START, END",No,[ASSERT_EXCITED],positive_eval,"Mast, Main tumhari help kar dunga mast"
Thand badh gayi hai,Weather,Friend / Normal,bro,END,Yes,[REQUEST_NEUTRAL],filler,Thand badh gayi hai bro
Traffic jam bahut lamba tha,Commute,Casual / Frustrated,kharaab,"START, END",No,[ASSERT_ANXIETY],negative_eval,"Kharaab, Traffic jam bahut lamba tha kharaab"
Party bahut mazedaar thi,Party,Peer / Happy,boss,MIDDLE,Yes,[ASSERT_HAPPY],filler,Party bahut boss mazedaar thi
Aaj ka din bahut lamba tha,Daily life,Peer / Angry,bhasad,MIDDLE,Yes,[ASSERT_ANXIETY],idiom,Aaj ka din bhasad bahut lamba tha
Mujhe akele rehna pasand hai,Personal,Friend / Normal,scene,END,Yes,[REQUEST_NEUTRAL],filler,Mujhe akele rehna pasand hai scene
Kal meri chhutti hai,Work,Peer / Happy,guru,END,Yes,[ASSERT_EXCITED],filler,Kal meri chhutti hai guru
Project deadline pass aa rahi hai,Work,Casual / Frustrated,bro,MIDDLE,Yes,[ASSERT_SADNESS],filler,Project deadline pass bro aa rahi hai
Project deadline pass aa rahi hai,Work,Casual / Frustrated,kharaab,"START, END",No,[ASSERT_ANXIETY],negative_eval,"Kharaab, Project deadline pass aa rahi hai kharaab"
Dost ke sath ghoomne jana hai,Outing,Casual / Joyful,guru,START,Yes,[ASSERT_POSITIVE],filler,"Guru, Dost ke sath ghoomne jana hai"
Mausam aaj bahut achha hai,Weather,Peer / Casual,mast,MIDDLE,Yes,[ASSERT_POSITIVE],positive_eval,Mausam aaj mast bahut achha hai
Coffee bahut strong hai,Food,Peer / Happy,guru,START,Yes,[ASSERT_POSITIVE],filler,"Guru, Coffee bahut strong hai"
Project deadline pass aa rahi hai,Work,Casual / Frustrated,boss,MIDDLE,Yes,[ASSERT_NEGATIVE],filler,Project deadline pass boss aa rahi hai
Mujhe akele rehna pasand hai,Personal,Friend / Normal,boss,END,Yes,[INFO_STATEMENT],filler,Mujhe akele rehna pasand hai boss
Mujhe samajh nahi aa raha,Confusion,Peer / Serious,guru,"START, END",No,[ASSERT_ANXIETY],filler,"Guru, Mujhe samajh nahi aa raha guru"
Train late chal rahi hai,Travel,Casual / Frustrated,scene,START,Yes,[ASSERT_NEGATIVE],filler,"Scene, Train late chal rahi hai"
Chai thandi ho gayi hai,Food,Peer / Angry,dimag kharab,END,Yes,[ASSERT_STRESS],negative_eval,Chai thandi ho gayi hai dimag kharab
Coffee bahut strong hai,Food,Peer / Happy,boss,END,Yes,[ASSERT_HAPPY],filler,Coffee bahut strong hai boss
Dost ke sath ghoomne jana hai,Outing,Peer / Casual,faadu,START,Yes,[ASSERT_HAPPY],positive_eval,"Faadu, Dost ke sath ghoomne jana hai"
Train late chal rahi hai,Travel,Peer / Angry,load,MIDDLE,Yes,[ASSERT_FRUSTRATION],idiom,Train late load chal rahi hai
Mausam aaj bahut achha hai,Weather,Peer / Casual,faadu,MIDDLE,Yes,[ASSERT_POSITIVE],positive_eval,Mausam aaj faadu bahut achha hai
Party bahut mazedaar thi,Party,Casual / Joyful,solid,MIDDLE,Yes,[ASSERT_EXCITED],positive_eval,Party bahut solid mazedaar thi
Office mein bahut kaam hai,Work,Casual / Frustrated,scene,END,Yes,[ASSERT_FRUSTRATION],filler,Office mein bahut kaam hai scene
Mujhe samajh nahi aa raha,Confusion,Peer / Angry,bekaar,"START, END",No,[ASSERT_ANXIETY],negative_eval,"Bekaar, Mujhe samajh nahi aa raha bekaar"
Office mein bahut kaam hai,Work,Peer / Tired,panga,MIDDLE,Yes,[ASSERT_STRESS],idiom,Office mein panga bahut kaam hai
Aaj ka din bahut lamba tha,Daily life,Friend / Anxious,bekaar,START,Yes,[ASSERT_SADNESS],negative_eval,"Bekaar, Aaj ka din bahut lamba tha"
Traffic jam bahut lamba tha,Commute,Peer / Angry,theek hai,END,Yes,[ASSERT_SADNESS],filler,Traffic jam bahut lamba tha theek hai
Mujhe yeh movie pasand aayi,Entertainment,Casual / Joyful,scene,"START, END",No,[ASSERT_POSITIVE],filler,"Scene, Mujhe yeh movie pasand aayi scene"
Market mein bahut bheed thi,Shopping,Peer / Serious,guru,MIDDLE,Yes,[ASSERT_SADNESS],filler,Market mein guru bahut bheed thi
Mujhe samajh nahi aa raha,Confusion,Friend / Anxious,theek hai,MIDDLE,Yes,[ASSERT_NEGATIVE],filler,Mujhe samajh theek hai nahi aa raha
