neutral,output,control,function,positions,multi_allowed,social_context,context,slangs
Mujhe akele rehna pasand hai,"Theek hai, Mujhe akele rehna pasand hai theek hai",ASSERT_NEUTRAL,filler,START|END,False,Peer / Casual,Personal,theek hai
Dava kha li maine,"Abe, Dava kha li maine abe",REQUEST_NEUTRAL,filler,START|END,False,Friend / Normal,Health,abe
Market mein bahut bheed thi,Market mein bahut bheed thi panga,ASSERT_NEGATIVE,idiom,END,True,Peer / Angry,Shopping,panga
Train late chal rahi hai,Train late bakwaas chal rahi hai,ASSERT_ANXIETY,negative_eval,MIDDLE,True,Peer / Serious,Travel,bakwaas
Aaj presentation achhi gayi,Aaj presentation jhakaas achhi gayi,ASSERT_EXCITED,positive_eval,MIDDLE,True,Casual / Joyful,Work,jhakaas
Class cancel ho gayi,"Solid, Class cancel ho gayi",ASSERT_POSITIVE,positive_eval,START,True,Peer / Happy,Academics,solid
Body mein pain ho raha hai,"Bhasad, Body mein pain ho raha hai bhasad",ASSERT_FRUSTRATION,idiom,START|END,False,Friend / Anxious,Health,bhasad
Coffee bahut strong hai,Coffee bahut strong hai bawaal,ASSERT_HAPPY,positive_eval,END,True,Peer / Casual,Food,bawaal
Laptop ki battery khatam ho gayi,"Bhai, Laptop ki battery khatam ho gayi bhai",ASSERT_NEGATIVE,filler,START|END,False,Peer / Angry,Tech,bhai
Project deadline pass aa rahi hai,Project deadline pass yaar aa rahi hai,ASSERT_SADNESS,filler,MIDDLE,True,Friend / Anxious,Work,yaar
System crash ho gaya,"Watt lag gayi, System crash ho gaya",ASSERT_NEGATIVE,idiom,START,True,Peer / Serious,Tech Issue,watt lag gayi
Manager gusse mein tha,"Bhai, Manager gusse mein tha bhai",ASSERT_FRUSTRATION,filler,START|END,False,Colleague / Annoyed,Work,bhai
Class cancel ho gayi,Class cancel ho gayi bawaal,ASSERT_POSITIVE,positive_eval,END,True,Friend / Excited,Academics,bawaal
Internet ki speed slow hai,"Raddi, Internet ki speed slow hai raddi",ASSERT_FRUSTRATION,negative_eval,START|END,False,Peer / Angry,Tech Issue,raddi
Baarish shuru ho gayi,Baarish shuru ho gayi chal,ASSERT_NEUTRAL,discourse_marker,END,True,Peer / Casual,Weather,chal
Mujhe naya phone lena hai,Mujhe naya bhai phone lena hai,ASSERT_NEUTRAL,filler,MIDDLE,True,Colleague / Neutral,Shopping,bhai
Garmi bahut zyada hai aaj,"Boss, Garmi bahut zyada hai aaj boss",ASSERT_FRUSTRATION,filler,START|END,False,Peer / Angry,Weather,boss
Bhookh lag rahi hai,"Boss, Bhookh lag rahi hai",ASSERT_NEUTRAL,filler,START,True,Peer / Casual,Food,boss
Subah jaldi uthna pada,Subah jaldi abe uthna pada,ASSERT_ANXIETY,filler,MIDDLE,True,Peer / Tired,Daily life,abe
Chai thandi ho gayi hai,Chai thandi chal ho gayi hai,ASSERT_SADNESS,discourse_marker,MIDDLE,True,Peer / Serious,Food,chal
Project deadline pass aa rahi hai,"Bakwaas, Project deadline pass aa rahi hai",ASSERT_SADNESS,negative_eval,START,True,Peer / Tired,Work,bakwaas
Nayi web series start ki,"Chal, Nayi web series start ki chal",ASSERT_CONFUSION,discourse_marker,START|END,False,Colleague / Neutral,Entertainment,chal
Kal meri chhutti hai,"Abe, Kal meri chhutti hai",ASSERT_HAPPY,filler,START,True,Friend / Excited,Work,abe
Assignment bahut lamba hai,Assignment bahut kharaab lamba hai,ASSERT_ANXIETY,negative_eval,MIDDLE,True,Friend / Anxious,Academics,kharaab
Nayi web series start ki,"Abe, Nayi web series start ki",INFO_STATEMENT,filler,START,True,Colleague / Neutral,Entertainment,abe
Kal meri chhutti hai,Kal meri superb chhutti hai,ASSERT_POSITIVE,positive_eval,MIDDLE,True,Colleague / Excited,Work,superb
Mujhe nind aa rahi hai,Mujhe nind bhai aa rahi hai,ASSERT_CONFUSION,filler,MIDDLE,True,Peer / Casual,Personal,bhai
Weekend ka plan kya hai,"Guru, Weekend ka plan kya hai",REQUEST_NEUTRAL,filler,START,True,Casual / Calm,Outing,guru
Internet ki speed slow hai,"Sun, Internet ki speed slow hai sun",ASSERT_ANXIETY,discourse_marker,START|END,False,Peer / Serious,Tech Issue,sun
Project deadline pass aa rahi hai,"Bro, Project deadline pass aa rahi hai",ASSERT_ANXIETY,filler,START,True,Peer / Angry,Work,bro
Mujhe akele rehna pasand hai,"Yaar, Mujhe akele rehna pasand hai",REQUEST_NEUTRAL,filler,START,True,Casual / Calm,Personal,yaar
Class cancel ho gayi,Class cancel chal ho gayi,ASSERT_HAPPY,discourse_marker,MIDDLE,True,Friend / Excited,Academics,chal
Khana bahut swadisht hai,Khana bahut bhai swadisht hai,ASSERT_HAPPY,filler,MIDDLE,True,Colleague / Excited,Food,bhai
Pizza bahut tasty tha,Pizza bahut tasty tha kaint,ASSERT_EXCITED,positive_eval,END,True,Colleague / Excited,Food,kaint
Party bahut mazedaar thi,Party bahut mazedaar thi ek number,ASSERT_POSITIVE,positive_eval,END,True,Peer / Happy,Party,ek number
Party bahut mazedaar thi,"Jhakaas, Party bahut mazedaar thi jhakaas",ASSERT_POSITIVE,positive_eval,START|END,False,Casual / Joyful,Party,jhakaas
Khana bahut swadisht hai,"Jhakaas, Khana bahut swadisht hai jhakaas",ASSERT_EXCITED,positive_eval,START|END,False,Casual / Joyful,Food,jhakaas
Bonus mil gaya aaj,"Scene, Bonus mil gaya aaj",ASSERT_POSITIVE,filler,START,True,Peer / Casual,Finance,scene
Garmi bahut zyada hai aaj,Garmi bahut zyada hai aaj bekaar,ASSERT_NEGATIVE,negative_eval,END,True,Peer / Tired,Weather,bekaar
Kuch samajh nahi aa raha,"Siyappa, Kuch samajh nahi aa raha",ASSERT_NEGATIVE,idiom,START,True,Casual / Frustrated,Confusion,siyappa
Mujhe akele rehna pasand hai,Mujhe akele rehna pasand hai theek hai,ASSERT_CONFUSION,filler,END,True,Casual / Calm,Personal,theek hai
Nayi web series start ki,"Chal, Nayi web series start ki",ASSERT_NEUTRAL,discourse_marker,START,True,Peer / Casual,Entertainment,chal
Train late chal rahi hai,Train late siyappa chal rahi hai,ASSERT_SADNESS,idiom,MIDDLE,True,Peer / Angry,Travel,siyappa
Chai thandi ho gayi hai,Chai thandi ho gayi hai guru,ASSERT_ANXIETY,filler,END,True,Peer / Tired,Food,guru
Exams paas aa rahe hain,Exams paas aa rahe hain abe,ASSERT_NEGATIVE,filler,END,True,Peer / Serious,Academics,abe
Mujhe nind aa rahi hai,Mujhe nind aa rahi hai sun,INFO_STATEMENT,discourse_marker,END,True,Peer / Casual,Personal,sun
Weekend ka plan kya hai,Weekend ka abe plan kya hai,ASSERT_NEUTRAL,filler,MIDDLE,True,Casual / Calm,Outing,abe
System crash ho gaya,System crash theek hai ho gaya,ASSERT_STRESS,filler,MIDDLE,True,Peer / Tired,Tech Issue,theek hai
Assignment bahut lamba hai,"Kharaab, Assignment bahut lamba hai",ASSERT_SADNESS,negative_eval,START,True,Peer / Serious,Academics,kharaab
Result bahut badiya aaya,"Chal, Result bahut badiya aaya",ASSERT_POSITIVE,discourse_marker,START,True,Friend / Excited,Academics,chal
Dava kha li maine,Dava kha abe li maine,INFO_STATEMENT,filler,MIDDLE,True,Colleague / Neutral,Health,abe
Gana bahut loudly baj raha hai,Gana bahut loudly chal baj raha hai,ASSERT_STRESS,discourse_marker,MIDDLE,True,Colleague / Annoyed,Music,chal
Kuch samajh nahi aa raha,Kuch samajh nahi aa raha panga,ASSERT_NEGATIVE,idiom,END,True,Peer / Serious,Confusion,panga
Body mein pain ho raha hai,Body mein pain ho raha hai abe,ASSERT_SADNESS,filler,END,True,Peer / Angry,Health,abe
Kripya shanti banaye rakhein,Kripya shanti banaye rakhein abe,INFO_STATEMENT,filler,END,True,Peer / Casual,Conduct,abe
Meeting kal tak postpone ho gayi,"Abe, Meeting kal tak postpone ho gayi",REQUEST_NEUTRAL,filler,START,True,Casual / Calm,Work,abe
Weekend ka plan kya hai,"Chal, Weekend ka plan kya hai chal",ASSERT_CONFUSION,discourse_marker,START|END,False,Peer / Casual,Outing,chal
Thand badh gayi hai,Thand badh yaar gayi hai,ASSERT_CONFUSION,filler,MIDDLE,True,Friend / Normal,Weather,yaar
Kripya shanti banaye rakhein,Kripya shanti banaye rakhein abe,ASSERT_CONFUSION,filler,END,True,Casual / Calm,Conduct,abe
Office mein bahut kaam hai,"Siyappa, Office mein bahut kaam hai siyappa",ASSERT_FRUSTRATION,idiom,START|END,False,Friend / Anxious,Work,siyappa
Baarish shuru ho gayi,Baarish shuru yaar ho gayi,REQUEST_NEUTRAL,filler,MIDDLE,True,Friend / Normal,Weather,yaar
Project deadline pass aa rahi hai,"Bhai, Project deadline pass aa rahi hai",ASSERT_FRUSTRATION,filler,START,True,Peer / Tired,Work,bhai
Mujhe naya phone lena hai,"Abe, Mujhe naya phone lena hai abe",INFO_STATEMENT,filler,START|END,False,Peer / Casual,Shopping,abe
Flight time par land ho gayi,"Scene set, Flight time par land ho gayi scene set",ASSERT_POSITIVE,idiom,START|END,False,Casual / Joyful,Travel,scene set
Internet ki speed slow hai,"Scene, Internet ki speed slow hai",ASSERT_FRUSTRATION,filler,START,True,Peer / Angry,Tech Issue,scene
Khana bahut swadisht hai,"Kaint, Khana bahut swadisht hai kaint",ASSERT_EXCITED,positive_eval,START|END,False,Casual / Joyful,Food,kaint
Garmi bahut zyada hai aaj,Garmi bahut chal zyada hai aaj,ASSERT_NEGATIVE,discourse_marker,MIDDLE,True,Peer / Serious,Weather,chal
Yeh gaana bahut achha hai,Yeh gaana superb bahut achha hai,ASSERT_HAPPY,positive_eval,MIDDLE,True,Peer / Happy,Music,superb
Khana bahut swadisht hai,"Faadu, Khana bahut swadisht hai faadu",ASSERT_POSITIVE,positive_eval,START|END,False,Peer / Casual,Food,faadu
Naya update install kar liya,Naya update yaar install kar liya,ASSERT_CONFUSION,filler,MIDDLE,True,Colleague / Neutral,Tech,yaar
Paise khatam ho gaye,Paise khatam kharaab ho gaye,ASSERT_ANXIETY,negative_eval,MIDDLE,True,Casual / Frustrated,Finance,kharaab
Flight time par land ho gayi,Flight time par land ho gayi yaar,ASSERT_HAPPY,filler,END,True,Colleague / Excited,Travel,yaar
Train late chal rahi hai,Train late chal rahi hai jhand,ASSERT_SADNESS,negative_eval,END,True,Friend / Anxious,Travel,jhand
Party bahut mazedaar thi,"Bro, Party bahut mazedaar thi bro",ASSERT_HAPPY,filler,START|END,False,Friend / Excited,Party,bro
Dost ke sath ghoomne jana hai,"Bawaal, Dost ke sath ghoomne jana hai bawaal",ASSERT_HAPPY,positive_eval,START|END,False,Casual / Joyful,Outing,bawaal
Gym jana shuru kiya hai,"Bhai, Gym jana shuru kiya hai",ASSERT_HAPPY,filler,START,True,Casual / Joyful,Fitness,bhai
Raat ko der ho gayi,"Chal, Raat ko der ho gayi",REQUEST_NEUTRAL,discourse_marker,START,True,Colleague / Neutral,Daily life,chal
Match ka result achha tha,Match ka abe result achha tha,ASSERT_EXCITED,filler,MIDDLE,True,Casual / Joyful,Sports,abe
Subah jaldi uthna pada,Subah jaldi uthna pada load,ASSERT_SADNESS,idiom,END,True,Peer / Angry,Daily life,load
Paise khatam ho gaye,"Jhand, Paise khatam ho gaye jhand",ASSERT_SADNESS,negative_eval,START|END,False,Peer / Serious,Finance,jhand
Aaj presentation achhi gayi,Aaj presentation bawaal achhi gayi,ASSERT_POSITIVE,positive_eval,MIDDLE,True,Friend / Excited,Work,bawaal
Paise khatam ho gaye,Paise khatam ho gaye bro,ASSERT_ANXIETY,filler,END,True,Peer / Tired,Finance,bro
Match ka result achha tha,Match ka result achha tha lallantop,ASSERT_EXCITED,positive_eval,END,True,Friend / Excited,Sports,lallantop
System crash ho gaya,System crash ho gaya kabaada,ASSERT_STRESS,negative_eval,END,True,Peer / Serious,Tech Issue,kabaada
Raat ko der ho gayi,Raat ko der ho gayi bro,ASSERT_CONFUSION,filler,END,True,Colleague / Neutral,Daily life,bro
Gana bahut loudly baj raha hai,Gana bahut loudly baj raha hai panga,ASSERT_STRESS,idiom,END,True,Peer / Serious,Music,panga
Internet ki speed slow hai,"Dimag kharab, Internet ki speed slow hai",ASSERT_FRUSTRATION,negative_eval,START,True,Friend / Anxious,Tech Issue,dimag kharab
Aaj presentation achhi gayi,"Sun, Aaj presentation achhi gayi",ASSERT_EXCITED,discourse_marker,START,True,Friend / Excited,Work,sun
Dava kha li maine,"Scene, Dava kha li maine scene",ASSERT_NEUTRAL,filler,START|END,False,Casual / Calm,Health,scene
Party bahut mazedaar thi,Party bahut mazedaar thi superb,ASSERT_POSITIVE,positive_eval,END,True,Colleague / Excited,Party,superb
Assignment bahut lamba hai,Assignment bahut lamba hai jhand,ASSERT_ANXIETY,negative_eval,END,True,Colleague / Annoyed,Academics,jhand
Kuch samajh nahi aa raha,Kuch samajh nahi aa raha boss,ASSERT_SADNESS,filler,END,True,Peer / Angry,Confusion,boss
Flight time par land ho gayi,Flight time par superb land ho gayi,ASSERT_POSITIVE,positive_eval,MIDDLE,True,Peer / Casual,Travel,superb
Weekend ka plan kya hai,Weekend ka plan kya hai yaar,INFO_STATEMENT,filler,END,True,Casual / Calm,Outing,yaar
Aaj presentation achhi gayi,"Boss, Aaj presentation achhi gayi",ASSERT_HAPPY,filler,START,True,Colleague / Excited,Work,boss
Meeting kal tak postpone ho gayi,Meeting kal tak postpone ho gayi guru,REQUEST_NEUTRAL,filler,END,True,Friend / Normal,Work,guru
Raat ko der ho gayi,"Boss, Raat ko der ho gayi boss",ASSERT_NEUTRAL,filler,START|END,False,Peer / Casual,Daily life,boss
Yeh gaana bahut achha hai,"Bawaal, Yeh gaana bahut achha hai bawaal",ASSERT_POSITIVE,positive_eval,START|END,False,Peer / Casual,Music,bawaal
Gana bahut loudly baj raha hai,"Chal, Gana bahut loudly baj raha hai",ASSERT_STRESS,discourse_marker,START,True,Casual / Frustrated,Music,chal
Dava kha li maine,Dava kha yaar li maine,ASSERT_CONFUSION,filler,MIDDLE,True,Colleague / Neutral,Health,yaar
Market mein bahut bheed thi,Market mein jhand bahut bheed thi,ASSERT_ANXIETY,negative_eval,MIDDLE,True,Colleague / Annoyed,Shopping,jhand
Mujhe naya phone lena hai,"Theek hai, Mujhe naya phone lena hai",ASSERT_CONFUSION,filler,START,True,Friend / Normal,Shopping,theek hai
Flight time par land ho gayi,"Guru, Flight time par land ho gayi",ASSERT_EXCITED,filler,START,True,Peer / Happy,Travel,guru
Kal meri chhutti hai,"Superb, Kal meri chhutti hai superb",ASSERT_HAPPY,positive_eval,START|END,False,Peer / Happy,Work,superb
Garmi bahut zyada hai aaj,Garmi bahut bhasad zyada hai aaj,ASSERT_FRUSTRATION,idiom,MIDDLE,True,Peer / Angry,Weather,bhasad
Train late chal rahi hai,Train late chal rahi hai bro,ASSERT_SADNESS,filler,END,True,Colleague / Annoyed,Travel,bro
Body mein pain ho raha hai,Body mein pain scene ho raha hai,ASSERT_FRUSTRATION,filler,MIDDLE,True,Friend / Anxious,Health,scene
Pizza bahut tasty tha,"Scene set, Pizza bahut tasty tha scene set",ASSERT_EXCITED,idiom,START|END,False,Colleague / Excited,Food,scene set
Kuch samajh nahi aa raha,Kuch samajh nahi aa raha boss,ASSERT_FRUSTRATION,filler,END,True,Friend / Anxious,Confusion,boss
Aaj ka din bahut lamba tha,Aaj ka din scene bahut lamba tha,ASSERT_SADNESS,filler,MIDDLE,True,Friend / Anxious,Daily life,scene
Bonus mil gaya aaj,"Bawaal, Bonus mil gaya aaj",ASSERT_HAPPY,positive_eval,START,True,Peer / Happy,Finance,bawaal
Main tumhari help kar dunga,"Faadu, Main tumhari help kar dunga faadu",ASSERT_POSITIVE,positive_eval,START|END,False,Peer / Happy,Helping,faadu
Class cancel ho gayi,Class cancel ho gayi bro,ASSERT_EXCITED,filler,END,True,Friend / Excited,Academics,bro
Flight time par land ho gayi,Flight time par theek hai land ho gayi,ASSERT_POSITIVE,filler,MIDDLE,True,Peer / Happy,Travel,theek hai
Match ka result achha tha,"Guru, Match ka result achha tha guru",ASSERT_EXCITED,filler,START|END,False,Casual / Joyful,Sports,guru
Raat ko der ho gayi,"Boss, Raat ko der ho gayi boss",INFO_STATEMENT,filler,START|END,False,Colleague / Neutral,Daily life,boss
Flight time par land ho gayi,Flight time par bawaal land ho gayi,ASSERT_EXCITED,positive_eval,MIDDLE,True,Peer / Casual,Travel,bawaal
Market mein bahut bheed thi,"Boss, Market mein bahut bheed thi",ASSERT_NEGATIVE,filler,START,True,Peer / Serious,Shopping,boss
Yeh gaana bahut achha hai,"Theek hai, Yeh gaana bahut achha hai theek hai",ASSERT_EXCITED,filler,START|END,False,Colleague / Excited,Music,theek hai
System crash ho gaya,System crash ho gaya boss,ASSERT_ANXIETY,filler,END,True,Peer / Tired,Tech Issue,boss
Mujhe nind aa rahi hai,Mujhe nind boss aa rahi hai,REQUEST_NEUTRAL,filler,MIDDLE,True,Peer / Casual,Personal,boss
Meeting kal tak postpone ho gayi,Meeting kal tak guru postpone ho gayi,INFO_STATEMENT,filler,MIDDLE,True,Colleague / Neutral,Work,guru
Market mein bahut bheed thi,Market mein raddi bahut bheed thi,ASSERT_FRUSTRATION,negative_eval,MIDDLE,True,Peer / Tired,Shopping,raddi
Kal meri chhutti hai,"Yaar, Kal meri chhutti hai",ASSERT_HAPPY,filler,START,True,Peer / Casual,Work,yaar
Nayi web series start ki,Nayi web series start ki scene,REQUEST_NEUTRAL,filler,END,True,Peer / Casual,Entertainment,scene
Kripya shanti banaye rakhein,"Guru, Kripya shanti banaye rakhein guru",REQUEST_NEUTRAL,filler,START|END,False,Casual / Calm,Conduct,guru
Manager gusse mein tha,Manager gusse boss mein tha,ASSERT_STRESS,filler,MIDDLE,True,Casual / Frustrated,Work,boss
Laptop ki battery khatam ho gayi,Laptop ki battery guru khatam ho gayi,ASSERT_ANXIETY,filler,MIDDLE,True,Colleague / Annoyed,Tech,guru
Yeh gaana bahut achha hai,"Bro, Yeh gaana bahut achha hai",ASSERT_HAPPY,filler,START,True,Casual / Joyful,Music,bro
Kuch samajh nahi aa raha,"Panga, Kuch samajh nahi aa raha",ASSERT_STRESS,idiom,START,True,Peer / Angry,Confusion,panga
Main tumhari help kar dunga,"Lallantop, Main tumhari help kar dunga lallantop",ASSERT_HAPPY,positive_eval,START|END,False,Colleague / Excited,Helping,lallantop
Body mein pain ho raha hai,Body mein pain ho raha hai bakwaas,ASSERT_SADNESS,negative_eval,END,True,Peer / Serious,Health,bakwaas
Bhookh lag rahi hai,Bhookh lag yaar rahi hai,ASSERT_CONFUSION,filler,MIDDLE,True,Casual / Calm,Food,yaar
Train late chal rahi hai,Train late chal chal rahi hai,ASSERT_NEGATIVE,discourse_marker,MIDDLE,True,Casual / Frustrated,Travel,chal
Nayi web series start ki,Nayi web bro series start ki,REQUEST_NEUTRAL,filler,MIDDLE,True,Casual / Calm,Entertainment,bro
Flight time par land ho gayi,"Superb, Flight time par land ho gayi",ASSERT_EXCITED,positive_eval,START,True,Colleague / Excited,Travel,superb
Class cancel ho gayi,"Scene, Class cancel ho gayi",ASSERT_EXCITED,filler,START,True,Casual / Joyful,Academics,scene
Mujhe yeh movie pasand aayi,"Lallantop, Mujhe yeh movie pasand aayi",ASSERT_HAPPY,positive_eval,START,True,Peer / Casual,Entertainment,lallantop
Match ka result achha tha,Match ka result achha tha bhai,ASSERT_HAPPY,filler,END,True,Friend / Excited,Sports,bhai
Khana bahut swadisht hai,Khana bahut swadisht hai theek hai,ASSERT_EXCITED,filler,END,True,Peer / Happy,Food,theek hai
Paise khatam ho gaye,Paise khatam ho gaye dimag kharab,ASSERT_ANXIETY,negative_eval,END,True,Colleague / Annoyed,Finance,dimag kharab
Aaj ka din bahut lamba tha,Aaj ka din bahut lamba tha sun,ASSERT_FRUSTRATION,discourse_marker,END,True,Casual / Frustrated,Daily life,sun
Main tumhari help kar dunga,Main tumhari faadu help kar dunga,ASSERT_HAPPY,positive_eval,MIDDLE,True,Peer / Casual,Helping,faadu
Kal meri chhutti hai,Kal meri mast chhutti hai,ASSERT_HAPPY,positive_eval,MIDDLE,True,Peer / Happy,Work,mast
Mujhe naya phone lena hai,Mujhe naya guru phone lena hai,ASSERT_NEUTRAL,filler,MIDDLE,True,Peer / Casual,Shopping,guru
Internet ki speed slow hai,"Abe, Internet ki speed slow hai abe",ASSERT_SADNESS,filler,START|END,False,Colleague / Annoyed,Tech Issue,abe
Main tumhari help kar dunga,Main tumhari help kar dunga bhadiya,ASSERT_EXCITED,positive_eval,END,True,Casual / Joyful,Helping,bhadiya
Aaj presentation achhi gayi,"Mast, Aaj presentation achhi gayi",ASSERT_POSITIVE,positive_eval,START,True,Peer / Casual,Work,mast
Kal meri chhutti hai,"Chal, Kal meri chhutti hai",ASSERT_EXCITED,discourse_marker,START,True,Friend / Excited,Work,chal
Aaj presentation achhi gayi,Aaj presentation achhi gayi boss,ASSERT_EXCITED,filler,END,True,Peer / Happy,Work,boss
Market mein bahut bheed thi,Market mein sun bahut bheed thi,ASSERT_SADNESS,discourse_marker,MIDDLE,True,Peer / Angry,Shopping,sun
Mujhe samajh nahi aa raha,Mujhe samajh dimag kharab nahi aa raha,ASSERT_NEGATIVE,negative_eval,MIDDLE,True,Peer / Serious,Confusion,dimag kharab
Yeh gaana bahut achha hai,"Scene set, Yeh gaana bahut achha hai",ASSERT_HAPPY,idiom,START,True,Casual / Joyful,Music,scene set
Market mein bahut bheed thi,Market mein bhasad bahut bheed thi,ASSERT_SADNESS,idiom,MIDDLE,True,Casual / Frustrated,Shopping,bhasad
Exams paas aa rahe hain,Exams paas scene aa rahe hain,ASSERT_SADNESS,filler,MIDDLE,True,Friend / Anxious,Academics,scene
Internet ki speed slow hai,Internet ki speed slow hai panga,ASSERT_ANXIETY,idiom,END,True,Friend / Anxious,Tech Issue,panga
Paise khatam ho gaye,Paise khatam kharaab ho gaye,ASSERT_SADNESS,negative_eval,MIDDLE,True,Casual / Frustrated,Finance,kharaab
Bhookh lag rahi hai,"Sun, Bhookh lag rahi hai sun",ASSERT_NEUTRAL,discourse_marker,START|END,False,Peer / Casual,Food,sun
Kuch samajh nahi aa raha,"Dimag kharab, Kuch samajh nahi aa raha dimag kharab",ASSERT_FRUSTRATION,negative_eval,START|END,False,Friend / Anxious,Confusion,dimag kharab
